,drug_a_name,drug_b_name,cell_line,synergy,fold,DepMap_ID,stripped_cell_line_name,drugA_canonical_smi,drugB_canonical_smi,synergy_clean,label_0,label_1
5438,DOXORUBICIN,BORTEZOMIB,NCIH460,-6.4931419648,4,ACH-000463,NCIH460,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-6.4931419648,1,2
5439,DOXORUBICIN,BORTEZOMIB,NCIH520,-34.043014587,4,ACH-000395,NCIH520,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-34.043014587,0,0
5441,DOXORUBICIN,BORTEZOMIB,OV90,-24.8181561557,4,ACH-000291,OV90,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-24.8181561557,0,1
5443,DOXORUBICIN,BORTEZOMIB,PA1,-7.2287098732,4,ACH-001374,PA1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-7.2287098732,1,2
5444,DOXORUBICIN,BORTEZOMIB,RKO,-8.2430107691,4,ACH-000943,RKO,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-8.2430107691,1,2
5445,DOXORUBICIN,BORTEZOMIB,RPMI7951,-11.7597114668,4,ACH-000348,RPMI7951,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-11.7597114668,0,1
5446,DOXORUBICIN,BORTEZOMIB,SKMEL30,-13.3910148794,4,ACH-000810,SKMEL30,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-13.3910148794,0,1
5447,DOXORUBICIN,BORTEZOMIB,SKMES1,-19.8091281438,4,ACH-000665,SKMES1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-19.8091281438,0,1
5448,DOXORUBICIN,BORTEZOMIB,SKOV3,-19.9663199629,4,ACH-000811,SKOV3,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-19.9663199629,0,1
5449,DOXORUBICIN,BORTEZOMIB,SW620,1.7330383225,4,ACH-000651,SW620,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,1.7330383225,1,2
5450,DOXORUBICIN,BORTEZOMIB,SW837,8.1524174597,4,ACH-000421,SW837,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,8.1524174597,1,2
5451,DOXORUBICIN,BORTEZOMIB,T47D,9.3166385741,4,ACH-000147,T47D,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,9.3166385741,1,2
5452,DOXORUBICIN,BORTEZOMIB,UACC62,-13.9593589701,4,ACH-000425,UACC62,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-13.9593589701,0,1
5454,DOXORUBICIN,BORTEZOMIB,UWB1289,-20.4272774754,4,ACH-001418,UWB1289,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-20.4272774754,0,1
5455,DOXORUBICIN,BORTEZOMIB,VCAP,-4.8347040129,4,ACH-000115,VCAP,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-4.8347040129,1,2
5456,DOXORUBICIN,BORTEZOMIB,ZR751,-18.2406492122,4,ACH-000097,ZR751,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,-18.2406492122,0,1
5457,DOXORUBICIN,DASATINIB,A2058,2.4428538849,4,ACH-000788,A2058,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,2.4428538849,1,2
5458,DOXORUBICIN,DASATINIB,A2780,31.3986997359,4,ACH-000657,A2780,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,31.3986997359,2,4
5459,DOXORUBICIN,DASATINIB,A375,0.8679373279,4,ACH-000219,A375,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,0.8679373279,1,2
5460,DOXORUBICIN,DASATINIB,A427,27.8979594583,4,ACH-000757,A427,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,27.8979594583,2,3
5461,DOXORUBICIN,DASATINIB,CAOV3,13.7294305526,4,ACH-000713,CAOV3,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,13.7294305526,2,3
5463,DOXORUBICIN,DASATINIB,DLD1,11.1753124756,4,ACH-001061,DLD1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,11.1753124756,2,3
5465,DOXORUBICIN,DASATINIB,ES2,7.0039812247,4,ACH-000906,ES2,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,7.0039812247,1,2
5466,DOXORUBICIN,DASATINIB,HCT116,19.449184797,4,ACH-000971,HCT116,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,19.449184797,2,3
5467,DOXORUBICIN,DASATINIB,HT144,-9.3835919569,4,ACH-000322,HT144,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,-9.3835919569,1,2
5468,DOXORUBICIN,DASATINIB,HT29,24.2714133005,4,ACH-000552,HT29,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,24.2714133005,2,3
5469,DOXORUBICIN,DASATINIB,KPL1,29.5223579419,4,ACH-000028,KPL1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,29.5223579419,2,3
5471,DOXORUBICIN,DASATINIB,LOVO,40.4880062412,4,ACH-000950,LOVO,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,40.4880062412,2,4
5472,DOXORUBICIN,DASATINIB,MDAMB436,4.2961049671,4,ACH-000573,MDAMB436,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,4.2961049671,1,2
5474,DOXORUBICIN,DASATINIB,NCIH1650,41.5768547499,4,ACH-000035,NCIH1650,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,41.5768547499,2,4
5475,DOXORUBICIN,DASATINIB,NCIH2122,-45.5273857455,4,ACH-000311,NCIH2122,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,-45.5273857455,0,0
5476,DOXORUBICIN,DASATINIB,NCIH23,3.8106262476,4,ACH-000900,NCIH23,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,3.8106262476,1,2
5477,DOXORUBICIN,DASATINIB,NCIH460,32.1628344784,4,ACH-000463,NCIH460,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,32.1628344784,2,4
5478,DOXORUBICIN,DASATINIB,NCIH520,37.630854379,4,ACH-000395,NCIH520,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,37.630854379,2,4
5480,DOXORUBICIN,DASATINIB,OV90,11.0520465593,4,ACH-000291,OV90,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,11.0520465593,2,3
5482,DOXORUBICIN,DASATINIB,PA1,2.6928762224,4,ACH-001374,PA1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,2.6928762224,1,2
5483,DOXORUBICIN,DASATINIB,RKO,27.2000307217,4,ACH-000943,RKO,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,27.2000307217,2,3
5484,DOXORUBICIN,DASATINIB,RPMI7951,5.293499461,4,ACH-000348,RPMI7951,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,5.293499461,1,2
5485,DOXORUBICIN,DASATINIB,SKMEL30,2.6391335195,4,ACH-000810,SKMEL30,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,2.6391335195,1,2
5486,DOXORUBICIN,DASATINIB,SKMES1,11.6918643018,4,ACH-000665,SKMES1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,11.6918643018,2,3
5487,DOXORUBICIN,DASATINIB,SKOV3,9.895632405,4,ACH-000811,SKOV3,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,9.895632405,1,2
5488,DOXORUBICIN,DASATINIB,SW620,36.6857117609,4,ACH-000651,SW620,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,36.6857117609,2,4
5489,DOXORUBICIN,DASATINIB,SW837,42.5231140309,4,ACH-000421,SW837,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,42.5231140309,2,4
5490,DOXORUBICIN,DASATINIB,T47D,47.2034404883,4,ACH-000147,T47D,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,47.2034404883,2,4
5491,DOXORUBICIN,DASATINIB,UACC62,13.106506579,4,ACH-000425,UACC62,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,13.106506579,2,3
5493,DOXORUBICIN,DASATINIB,UWB1289,14.8872526079,4,ACH-001418,UWB1289,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,14.8872526079,2,3
5494,DOXORUBICIN,DASATINIB,VCAP,22.6875566668,4,ACH-000115,VCAP,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,22.6875566668,2,3
5495,DOXORUBICIN,DASATINIB,ZR751,14.9304854577,4,ACH-000097,ZR751,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,14.9304854577,2,3
5496,DOXORUBICIN,DINACICLIB,A2058,-3.0113840238,0,ACH-000788,A2058,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-3.0113840238,1,2
5497,DOXORUBICIN,DINACICLIB,A2780,-4.6389843893,0,ACH-000657,A2780,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-4.6389843893,1,2
5498,DOXORUBICIN,DINACICLIB,A375,-8.5742669617,0,ACH-000219,A375,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-8.5742669617,1,2
5499,DOXORUBICIN,DINACICLIB,A427,-1.2159319673,0,ACH-000757,A427,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-1.2159319673,1,2
5500,DOXORUBICIN,DINACICLIB,CAOV3,-6.9493635128,0,ACH-000713,CAOV3,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-6.9493635128,1,2
5502,DOXORUBICIN,DINACICLIB,DLD1,-1.5262609682,0,ACH-001061,DLD1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-1.5262609682,1,2
5504,DOXORUBICIN,DINACICLIB,ES2,-3.9102758355,0,ACH-000906,ES2,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-3.9102758355,1,2
5505,DOXORUBICIN,DINACICLIB,HCT116,-1.843361405,0,ACH-000971,HCT116,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-1.843361405,1,2
5506,DOXORUBICIN,DINACICLIB,HT144,-4.440088028,0,ACH-000322,HT144,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-4.440088028,1,2
5507,DOXORUBICIN,DINACICLIB,HT29,-1.4169642994,0,ACH-000552,HT29,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-1.4169642994,1,2
5508,DOXORUBICIN,DINACICLIB,KPL1,-2.5738664755,0,ACH-000028,KPL1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-2.5738664755,1,2
5510,DOXORUBICIN,DINACICLIB,LOVO,-2.2887098533,0,ACH-000950,LOVO,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-2.2887098533,1,2
5511,DOXORUBICIN,DINACICLIB,MDAMB436,-2.8497053873,0,ACH-000573,MDAMB436,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-2.8497053873,1,2
5513,DOXORUBICIN,DINACICLIB,NCIH1650,-11.2243421508,0,ACH-000035,NCIH1650,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-11.2243421508,0,1
5514,DOXORUBICIN,DINACICLIB,NCIH2122,0.8836829348,0,ACH-000311,NCIH2122,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,0.8836829348,1,2
5515,DOXORUBICIN,DINACICLIB,NCIH23,-15.2564890368,0,ACH-000900,NCIH23,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-15.2564890368,0,1
5516,DOXORUBICIN,DINACICLIB,NCIH460,1.9701454753,0,ACH-000463,NCIH460,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,1.9701454753,1,2
5517,DOXORUBICIN,DINACICLIB,NCIH520,-11.469269543,0,ACH-000395,NCIH520,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-11.469269543,0,1
5519,DOXORUBICIN,DINACICLIB,OV90,-14.139566645,0,ACH-000291,OV90,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-14.139566645,0,1
5521,DOXORUBICIN,DINACICLIB,PA1,-5.7922589181,0,ACH-001374,PA1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-5.7922589181,1,2
5522,DOXORUBICIN,DINACICLIB,RKO,0.2341830692,0,ACH-000943,RKO,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,0.2341830692,1,2
5523,DOXORUBICIN,DINACICLIB,RPMI7951,-9.4590071752,0,ACH-000348,RPMI7951,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-9.4590071752,1,2
5524,DOXORUBICIN,DINACICLIB,SKMEL30,-0.7397134917,0,ACH-000810,SKMEL30,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-0.7397134917,1,2
5525,DOXORUBICIN,DINACICLIB,SKMES1,-8.7633464523,0,ACH-000665,SKMES1,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-8.7633464523,1,2
5526,DOXORUBICIN,DINACICLIB,SKOV3,-13.5068306493,0,ACH-000811,SKOV3,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-13.5068306493,0,1
5527,DOXORUBICIN,DINACICLIB,SW620,0.7270792048,0,ACH-000651,SW620,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,0.7270792048,1,2
5528,DOXORUBICIN,DINACICLIB,SW837,-10.2037445363,0,ACH-000421,SW837,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,-10.2037445363,0,1
5529,DOXORUBICIN,DINACICLIB,T47D,5.2571761178,0,ACH-000147,T47D,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCCC3CCO)nc12,5.2571761178,1,2
